"","CO_MUNICIPIO_RESIDENCIA","uf_res","nu_nota_cn","nu_nota_ch","nu_nota_lc","nu_nota_mt","nu_nota_redacao"
"401",2918308,"29",469.79094488189,520.101181102362,503.338582677165,465.270866141732,518.503937007874
"402",2918357,"29",461.576458752515,509.548289738431,495.868812877264,466.636016096579,511.629778672032
"403",2918407,"29",467.577807231471,524.334375994062,507.046124483088,472.861806807338,517.393913688898
"404",2918456,"29",449.409090909091,499.636363636364,480.006818181818,477.443181818182,509.545454545455
"405",2918506,"29",456.500694444444,499.881597222222,485.509027777778,462.451388888889,480.138888888889
"406",2918555,"29",450.635227272727,508.170454545455,494.570454545455,450.376136363636,502.727272727273
"407",2918605,"29",458.124060150376,501.644360902256,490.063909774436,458.266165413534,504.511278195489
"408",2918704,"29",458.687234042553,515.048936170213,499.225531914894,451.585106382979,508.723404255319
"409",2918753,"29",446.437096774194,504.733870967742,492.029032258064,449.49247311828,506.559139784946
"410",2918803,"29",452.70202247191,503.373483146067,489.449887640449,448.303595505618,498.292134831461
"411",2918902,"29",449.929464285714,507.098214285714,493.796428571429,460.796428571429,492.5
"412",2919009,"29",436.681818181818,514.590909090909,489.25,454.909090909091,524.545454545455
"413",2919058,"29",464.418604651163,517.006201550388,501.602325581395,456.791472868217,517.984496124031
"414",2919108,"29",458.125,506.69875,495.58375,448.45,517
"415",2919157,"29",462.413888888889,513.72037037037,498.510339506173,465.685339506173,515.08487654321
"416",2919207,"29",476.352627248149,535.079910661808,518.697355119314,480.904572704831,528.943105677677
"417",2919306,"29",461.516883116883,527.311038961039,510.227922077922,465.255844155844,476.883116883117
"418",2919405,"29",469.47701863354,528.448757763975,513.181055900621,486.696894409938,532.44099378882
"419",2919504,"29",479.252065404475,528.17082616179,512.507917383821,489.646987951807,545.628227194492
"420",2919553,"29",469.569662464416,527.640910939406,513.156608377389,480.148556323709,522.212281415209
"421",2919603,"29",445.509359605911,489.117733990148,481.510344827586,431.847783251232,455.369458128079
"422",2919702,"29",467.149773755656,523.692760180995,506.066515837104,471.052036199095,536.742081447964
"423",2919801,"29",471.14234608985,520.216555740433,502.654326123128,469.923294509151,552.088186356073
"424",2919900,"29",432.21914893617,480.794680851064,478.174468085106,435.737234042553,457.021276595745
"425",2919926,"29",466.613508442777,516.368292682927,504.859662288931,459.135272045028,521.425891181989
"426",2919959,"29",455.230857142857,496.284571428571,490.156571428571,448.469714285714,474.857142857143
"427",2920007,"29",461.676984126984,521.143650793651,506.242063492063,457.697619047619,532.539682539683
"428",2920106,"29",464.673568281938,522.670925110132,507.737885462555,473.307929515418,509.074889867841
"429",2920205,"29",443.393460490463,484.522615803815,475.852588555858,446.920435967302,458.474114441417
"430",2920304,"29",463.674482758621,518.591034482759,503.288275862069,472.607586206897,516.551724137931
"431",2920403,"29",456.370642201835,511.624770642202,495.947706422018,462.053669724771,506.880733944954
"432",2920452,"29",439.6890625,477.2421875,471.034375,437.9421875,449.21875
"433",2920502,"29",462.251351351351,519.809159159159,510.681081081081,470.513813813814,516.996996996997
"434",2920601,"29",455.815270935961,501.773399014778,488.721305418719,456.872044334975,476.625615763547
"435",2920700,"29",443.07375,498.905416666667,484,443.525833333333,451
"436",2920809,"29",440.072972972973,479.861711711712,470.318468468468,427.095945945946,464.324324324324
"437",2920908,"29",439.207555555556,488.026222222222,486.548888888889,452.465777777778,468.444444444444
"438",2921005,"29",455.995595595596,513.166666666667,497.246546546547,452.454054054054,492.192192192192
"439",2921054,"29",452.934274193548,492.652822580645,483.313306451613,444.21814516129,494.032258064516
"440",2921104,"29",456.775907590759,512.222772277228,499.307260726073,457.257095709571,476.930693069307
"441",2921203,"29",467.61963190184,523.352914110429,509.491564417178,461.000613496932,524.969325153374
"442",2921302,"29",456.417269076305,504.01124497992,496.587951807229,452.268674698795,495.261044176707
"443",2921401,"29",450.187313432836,499.522388059701,497.398507462687,446.291044776119,517.611940298507
"444",2921450,"29",456.076724137931,518.271551724138,499.018965517241,450.875862068965,503.793103448276
"445",2921500,"29",452.803511053316,503.561898569571,494.718725617685,448.363068920676,491.573472041612
"446",2921609,"29",432.71619047619,488.609523809524,473.687619047619,442.838095238095,495.428571428571
"447",2921708,"29",458.489596879064,512.131859557867,500.661248374512,462.017815344603,491.443433029909
"448",2921807,"29",485.550520833333,535.6109375,512.734375,491.523958333333,569.166666666667
"449",2921906,"29",450.348066298343,495.24861878453,491.864640883978,460.842541436464,499.005524861878
"450",2922003,"29",472.175980861244,516.566315789474,503.024306220096,480.724880382775,487.311004784689
"451",2922052,"29",439.871134020619,497.932989690722,487.20824742268,447.490206185567,460
"452",2922102,"29",446.036073059361,496.330136986301,490.92899543379,450.922374429224,484.566210045662
"453",2922201,"29",464.89880239521,521.006586826347,499.475449101796,459.330538922156,520.359281437126
"454",2922250,"29",451.511956521739,508.576086956522,493.044565217391,464.680434782609,483.695652173913
"455",2922300,"29",460.263910505837,507.206614785992,491.601750972763,455.153793774319,489.892996108949
"456",2922409,"29",462.244035532995,512.61269035533,498.009137055838,460.509137055838,499.263959390863
"457",2922508,"29",463.547111681643,519.987548138639,503.706418485237,455.257124518614,503.97946084724
"458",2922607,"29",450.092592592593,501.650264550265,481.696296296296,441.239153439153,483.386243386243
"459",2922656,"29",448.228455284553,514.282113821138,503.806504065041,455.839024390244,504.715447154472
"460",2922706,"29",460.720418848168,506.401570680628,489.323560209424,459.573821989529,497.38219895288
"461",2922730,"29",470.185929648241,518.044221105528,502.652261306533,468.247738693467,511.658291457286
"462",2922755,"29",449.406666666667,506.866666666667,486.186666666667,451.610666666667,480.266666666667
"463",2922805,"29",443.671717171717,492.074747474747,477.508080808081,436.675757575758,468.686868686869
"464",2922854,"29",440.735087719298,502.047368421053,484.377192982456,447.329824561403,450.877192982456
"465",2922904,"29",452.456818181818,508.2125,498.157670454545,451.971022727273,483.920454545455
"466",2923001,"29",456.949816401469,507.683108935129,494.066952264382,455.205752753978,478.188494492044
"467",2923035,"29",457.160479041916,507.974251497006,496.273053892216,453.367065868263,506.467065868263
"468",2923050,"29",439.921739130435,488.638405797101,480.638405797101,448.059420289855,478.115942028986
"469",2923100,"29",461.458020477816,519.395221843003,501.651877133106,468.320819112628,513.788395904437
"470",2923209,"29",446.258745874587,493.556105610561,480.212541254125,451.165676567657,475.910891089109
"471",2923308,"29",451.150769230769,504.262051282051,481.811794871795,444.386153846154,477.74358974359
"472",2923357,"29",444.848924731183,501.70752688172,488.816129032258,446.536559139785,484.086021505376
"473",2923407,"29",458.976138433515,504.581785063752,494.83897996357,462.677413479053,495.883424408015
"474",2923506,"29",454.746774193548,515.231720430108,503.716129032258,456.931182795699,507.634408602151
"475",2923605,"29",474.736636636637,518.920570570571,503.405855855856,479.692192192192,521.081081081081
"476",2923704,"29",440.461956521739,492.069130434783,479.215217391304,444.44652173913,481.086956521739
"477",2923803,"29",465.492515923567,515.775796178344,503.459633757962,463.200238853503,523.025477707006
"478",2923902,"29",448.102549575071,494.504532577904,482.891218130312,445.220396600567,474.560906515581
"479",2924009,"29",470.020379273504,528.033920940171,512.492120726496,474.690998931624,525.73344017094
"480",2924058,"29",469.811607142857,524.330952380952,510.918452380952,471.919642857143,517.202380952381
"481",2924108,"29",444.912765957447,489.448936170213,475.389361702128,432.018439716312,467.943262411348
"482",2924207,"29",441.89014084507,484.716901408451,477.631690140845,439.975352112676,457.816901408451
"483",2924306,"29",456.709810126582,508.708860759494,495.348101265823,453.456012658228,519.050632911392
"484",2924405,"29",445.600684931507,500.907876712329,486.018493150685,456.473630136986,473.356164383562
"485",2924504,"29",456.266959064327,504.968713450292,492.831871345029,458.154970760234,507.426900584795
"486",2924603,"29",455.691006423983,502.96573875803,491.471734475375,453.926980728051,475.289079229122
"487",2924652,"29",458.067213114754,513.624043715847,503.496721311475,470.644808743169,517.704918032787
"488",2924678,"29",453.990361445783,498.303614457831,483.666265060241,441.667469879518,482.89156626506
"489",2924702,"29",457.607305936073,510.911872146119,496.754794520548,472.845662100457,516.62100456621
"490",2924801,"29",451.99696969697,507.040692640693,500.817748917749,455.470995670996,506.666666666667
"491",2924900,"29",452.324468085106,502.385106382979,491.352127659574,445.785106382979,515.744680851064
"492",2925006,"29",461.242508710801,515.903135888502,502.732578397213,466.264285714286,517.700348432056
"493",2925105,"29",459.670229007634,521.904770992366,503.996055979644,463.36641221374,513.104325699746
"494",2925204,"29",470.123560555923,524.907346128392,510.930840502978,471.255526141628,519.986763732627
"495",2925253,"29",455.214423076923,506.827884615385,494.140384615385,449.361538461538,508.846153846154
"496",2925303,"29",470.180810520666,531.169940955448,515.329978529254,474.568062265164,511.408749329039
"497",2925402,"29",447.632673267327,505.684158415842,484.029702970297,451.80198019802,491.485148514851
"498",2925501,"29",468.119379844961,523.820736434109,507.866085271318,470.563565891473,497.635658914729
"499",2925600,"29",455.577697841727,502.97170263789,494.250119904077,459.177697841727,491.127098321343
"500",2925709,"29",449.51,503.01625,483.968125,450.31375,487.125
"501",2925758,"29",452.086538461538,510.929895104895,493.288986013986,458.406993006993,504.160839160839
"502",2925808,"29",446.700641025641,506.657692307692,496.860576923077,455.766666666667,473.846153846154
"503",2925907,"29",451.862727272727,504.386666666667,492.045454545455,455.372727272727,502.787878787879
"504",2925931,"29",452.508333333333,521.493055555556,503.1875,458.311805555556,500.833333333333
"505",2925956,"29",444.360790273556,488.906079027356,482.114285714286,438.340729483283,462.051671732523
"506",2926004,"29",458.986312563841,515.232175689479,497.874157303371,468.044637385087,493.710929519918
"507",2926103,"29",454.493577981651,506.658103975535,493.065137614679,450.251987767584,514.422018348624
"508",2926202,"29",441.738,486.941714285714,482.413428571429,448.528285714286,479.142857142857
"509",2926301,"29",468.933905579399,521.89974248927,506.071587982833,462.805665236051,516.017167381974
"510",2926400,"29",465.339318600368,510.180018416206,495.506813996317,469.575138121547,508.213627992634
"511",2926509,"29",450.047899159664,504.71512605042,491.965546218487,456.798319327731,486.386554621849
"512",2926608,"29",462.215354017502,520.62338902148,508.478281622912,467.776213206046,514.192521877486
"513",2926657,"29",452.157954545455,510.854545454545,495.3625,448.694318181818,467.954545454545
"514",2926707,"29",459.583918128655,513.835964912281,498.356140350877,471.716374269006,515.555555555556
"515",2926806,"29",457.310693641619,512.368497109827,493.832658959538,465.992485549133,507.985549132948
"516",2926905,"29",454.175111111111,495.542666666667,483.178222222222,465.193333333333,486.933333333333
"517",2927002,"29",462.159090909091,511.873579545455,501.309848484848,459.14696969697,509.659090909091
"518",2927101,"29",455.321739130435,502.930434782609,497.989130434783,450.617391304348,503.565217391304
"519",2927200,"29",451.238151260504,495.387899159664,487.798991596639,449.212605042017,464.705882352941
"520",2927309,"29",456.383636363636,512.271363636364,496.321363636364,446.557727272727,503.818181818182
"521",2927408,"29",481.13193053195,541.274171880085,522.1100621994,485.535492532456,538.291198061693
"522",2927507,"29",454.062012320329,503.563039014374,485.724024640657,449.400821355236,480.246406570842
"523",2927606,"29",450.407086614173,496.194488188976,481.076771653543,447.379527559055,469.291338582677
"524",2927705,"29",470.116831683168,530.074653465347,513.972079207921,464.610693069307,517.366336633663
"525",2927804,"29",442.894615384615,494.279230769231,485.778461538462,451.529230769231,495.384615384615
"526",2927903,"29",455.613432835821,505.630447761194,490.15223880597,454.428358208955,507.283582089552
"527",2928000,"29",453.175074183976,505.358951533135,494.159841740851,453.286646884273,492.818991097923
"528",2928059,"29",456.971084337349,506.022289156627,487.771084337349,450.778915662651,501.084337349398
"529",2928109,"29",457.815988909427,510.864879852126,496.098336414048,462.512661737523,496.321626617375
"530",2928208,"29",455.663894523327,496.412778904665,487.778093306288,462.688438133874,482.150101419878
"531",2928307,"29",443.859836065574,497.488114754098,486.408606557377,442.872131147541,491.967213114754
"532",2928406,"29",449.99173693086,496.285497470489,483.664586846543,458.221416526138,495.649241146712
"533",2928505,"29",452.52196969697,516.423106060606,489.106439393939,470.711363636364,480.909090909091
"534",2928604,"29",459.082258064516,516.333808933003,498.894913151365,451.824937965261,512.617866004963
"535",2928703,"29",472.072748171369,528.310073145246,512.159310344828,472.920877742947,522.95736677116
"536",2928802,"29",455.588344988345,512.657808857809,499.356721056721,458.650582750583,490.863247863248
"537",2928901,"29",462.864349775785,522.145739910314,508.171748878924,466.229820627803,529.27130044843
"538",2928950,"29",460.697,526.0495,513.302,464.1835,535.4
"539",2929008,"29",448.823568281938,494.323788546256,486.1359030837,439.93281938326,470.220264317181
"540",2929057,"29",462.759487179487,510.831282051282,500.48358974359,462.716153846154,506.461538461538
"541",2929107,"29",455.268150208623,503.055910987483,489.204450625869,452.538108484006,479.666203059805
"542",2929206,"29",457.49067264574,508.617040358744,494.29730941704,449.492107623318,491.2466367713
"543",2929255,"29",464.564430894309,523.835365853659,503.109349593496,473.586991869919,506.056910569106
"544",2929305,"29",454.132462173315,502.39105914718,491.851306740027,451.087689133425,492.613480055021
"545",2929354,"29",452.879661016949,517.219491525424,497.003389830508,447.403389830509,515.932203389831
"546",2929370,"29",453.321014492754,505.432608695652,486.151449275362,457.584782608696,471.014492753623
"547",2929404,"29",454.03487394958,508.900840336134,488.59243697479,448.278571428571,515.378151260504
"548",2929503,"29",458.248288973384,515.948384030418,505.299239543726,455.072338403042,490.78897338403
"549",2929602,"29",453.502790014684,497.380323054332,485.739647577093,448.954919236417,471.218795888399
"550",2929701,"29",453.946759259259,506.691203703704,494.287037037037,450.910648148148,506.851851851852
"551",2929750,"29",462.422330097087,525.334466019418,503.88932038835,459.713106796117,520
"552",2929800,"29",455.381018518519,508.430092592593,494.881018518519,453.264351851852,506.481481481481
"553",2929909,"29",463.433493589744,525.980528846154,508.710416666667,468.992788461538,521.971153846154
"554",2930006,"29",461.288819875776,512.332298136646,496.937267080745,487.466459627329,512.422360248447
"555",2930105,"29",469.934815066169,523.258330505599,508.033118425518,470.85151001018,511.411605022056
"556",2930154,"29",442.54869739479,493.13246492986,486.016432865731,451.499198396794,453.186372745491
"557",2930204,"29",442.0728,497.134666666667,484.037866666667,442.3392,470.72
"558",2930303,"29",443.625112107623,494.131390134529,478.626905829596,446.62735426009,459.192825112108
"559",2930402,"29",449.1332247557,499.420846905537,492.275895765472,442.292508143322,501.563517915309
"560",2930501,"29",464.39483074108,522.842497712717,505.720631290027,465.617337602928,523.070448307411
"561",2930600,"29",457.6133640553,524.858525345622,502.036405529954,448.628571428571,526.728110599078
"562",2930709,"29",462.56799694967,523.785078800203,505.634087442806,463.326919166243,506.419420437214
"563",2930758,"29",437.985294117647,480.094852941176,470.666911764706,447.903676470588,448.088235294118
"564",2930766,"29",447.733114754098,496.170491803279,482.825245901639,453.013442622951,491.934426229508
"565",2930774,"29",455.173762376238,509.315594059406,497.568316831683,461.712252475248,489.183168316832
"566",2930808,"29",449.718974358974,508.486153846154,496.773333333333,451.061538461538,460.410256410256
"567",2930907,"29",451.163677130045,488.349775784753,480.878475336323,454.313452914798,457.130044843049
"568",2931004,"29",460.18580060423,513.453776435045,496.415105740181,468.355287009063,508.33836858006
"569",2931053,"29",473.273922902494,519.502494331066,500.173696145125,487.625396825397,552.33560090703
"570",2931103,"29",450.426229508197,494.562841530055,483.777595628415,442.999453551913,442.622950819672
"571",2931202,"29",453.942424242424,506.142727272727,482.018787878788,433.705454545455,514.121212121212
"572",2931301,"29",444.627380952381,499.368650793651,488.079761904762,451.538095238095,470
"573",2931350,"29",471.982105263158,528.402745098039,513.03907120743,474.660268317853,525.218575851393
"574",2931400,"29",444.046575342466,490.076712328767,482.834703196347,437.126940639269,456.712328767123
"575",2931509,"29",471.685174418605,526.723546511628,502.838081395349,464.856395348837,538.43023255814
"576",2931608,"29",457.428434504792,505.762619808307,485.876677316294,452.081469648562,504.281150159744
"577",2931707,"29",441.583211678832,490.735401459854,482.059124087591,437.519343065693,472.846715328467
"578",2931806,"29",456.064583333333,507.9546875,488.866145833333,447.6296875,481.145833333333
"579",2931905,"29",461.924061990212,519.557177814029,507.150163132137,468.3411908646,503.605220228385
"580",2932002,"29",456.497359735974,516.83696369637,502.887458745875,452.602310231023,501.782178217822
"581",2932101,"29",460.991344383057,512.36832412523,494.214180478821,460.792633517495,507.845303867403
"582",2932200,"29",464.642599277978,525.730144404332,506.075451263538,468.797472924188,531.516245487365
"583",2932309,"29",460.22125813449,511.922125813449,498.124078091106,454.811930585683,490.065075921909
"584",2932408,"29",472.073835920177,516.324168514412,500.127937915743,473.250110864745,491.707317073171
"585",2932457,"29",433.254639175258,484.873711340206,472.135567010309,437.375257731959,446.752577319588
"586",2932507,"29",461.258,512.719777777778,502.758,452.074444444444,495.333333333333
"587",2932606,"29",462.941013824885,515.218894009217,504.609677419355,474.506912442396,511.382488479263
"588",2932705,"29",456.473,509.3005,496.572333333333,460.670666666667,495.111666666667
"589",2932804,"29",458.980983606557,499.71737704918,495.009508196721,461.327213114754,481.180327868852
"590",2932903,"29",474.318380834366,532.248120611318,507.36361007848,467.541098719537,530.58653448988
"591",2933000,"29",464.773919308357,520.565850144092,506.94265129683,468.298703170029,527.629682997118
"592",2933059,"29",450.927137546468,506.684758364312,500.047583643123,460.25873605948,507.360594795539
"593",2933109,"29",466.236220472441,527.917322834646,506.699212598425,468.338582677165,528.976377952756
"594",2933158,"29",447.105128205128,508.850549450549,497.964468864469,452.874358974359,503.369963369963
"595",2933174,"29",454.509745762712,504.478813559322,495.296610169492,448.891949152542,501.101694915254
"596",2933208,"29",468.566098484849,518.140909090909,499.445549242424,458.682575757576,508.787878787879
"597",2933257,"29",459.227472527473,507.18021978022,496.203296703297,465.565934065934,506.813186813187
"598",2933307,"29",480.58497851365,542.986229777553,520.813555358948,489.863953488372,557.559024266936
"599",2933406,"29",459.328859060403,519.795973154362,499.043624161074,457.690604026846,521.073825503356
"600",2933455,"29",456.894565217391,504.625543478261,491.201086956522,457.9,510.326086956522
"601",2933505,"29",452.81511627907,511.641085271318,491.286434108527,444.22480620155,529.22480620155
"602",2933604,"29",456.544646464646,506.987474747475,494.16404040404,453.520808080808,493.79797979798
